113,113,111,113,113,113,113,113,131,97,97,97,97,97,97,98,71,71,71,71,71,71,71,71,71,71,71,71,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,131,97,98,71,71,71,95,71,71,71,71,71,71,89,56,74,74,74,74,74,74,74,74,74,74,74,54,55,56,74,74,74,74,74,74
113,113,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,114,71,71,71,71,71,71,71,71,71,71,71,89,56,74,74,74,74,74,74,74,150,74,74,70,63,72,74,74,74,74,74,74
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,114,71,71,71,71,71,71,71,71,96,98,20,71,72,74,74,74,74,74,74,74,74,74,74,86,87,88,74,74,54,90,90,90
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,114,71,71,71,71,71,71,71,71,112,131,98,71,89,56,74,74,74,74,74,74,74,74,74,74,74,74,74,74,75,71,71,71
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,114,71,71,71,71,71,71,71,96,133,113,131,98,71,89,90,56,74,74,74,74,74,74,74,150,150,74,74,74,86,58,58,58
129,129,129,129,101,113,113,113,113,113,113,113,99,129,129,129,129,130,71,71,171,71,71,71,71,112,113,113,113,131,98,71,71,89,56,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
71,71,71,71,128,129,129,129,129,129,129,129,130,71,71,71,71,71,71,71,171,171,71,71,71,112,113,111,113,113,114,71,71,71,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
71,71,71,71,71,71,71,71,71,71,71,71,71,71,171,71,71,71,71,71,71,169,71,71,71,112,113,113,113,113,114,71,71,71,72,74,74,74,74,74,74,74,74,152,74,74,74,74,74,74
71,71,71,71,71,71,71,71,71,71,171,171,171,171,71,71,71,71,71,71,71,71,71,71,96,133,113,113,111,113,114,71,71,71,89,56,74,74,74,74,74,74,74,74,74,74,74,74,74,74
65,65,65,65,170,65,65,65,65,65,65,171,170,171,65,65,65,65,65,65,65,65,65,65,117,113,113,113,113,113,114,71,71,71,71,89,55,55,55,55,55,55,55,55,55,55,55,55,55,55
65,65,171,171,171,171,65,65,65,65,169,171,171,171,171,65,65,65,65,65,169,65,65,65,117,113,113,113,113,113,114,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,65,65,65,171,65,65,65,65,63,65,65,65,171,65,65,65,65,65,65,65,65,65,117,113,113,113,113,113,114,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,65,65,65,65,117,111,113,113,113,99,130,65,65,65,65,65,65,65,65,65,65,65,169,65,65,65,65,65,65,65
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,65,65,65,65,128,101,113,113,113,114,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
52,52,52,52,52,52,52,52,52,52,52,52,52,81,53,71,71,71,71,65,65,65,65,65,65,128,129,129,129,130,65,65,65,65,169,65,95,65,65,65,65,51,53,71,71,71,71,65,65,65
84,84,84,84,84,84,84,84,84,84,84,84,84,50,80,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,82,80,52,52,52,52,52,52,52
65,65,65,65,65,65,65,65,65,65,65,65,65,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,96,97,98,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,65,170,65,65,65,65,65,65,169,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,112,113,114,65,65,170,65,65,65,65,65,65,65,65,65,65,65,171,65,65,65,65,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,95,65,65,65,65,65,65,65,65,112,113,114,71,65,71,65,65,65,65,65,65,171,65,65,65,65,65,65,65,65,65,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,112,113,131,98,71,71,65,65,65,65,65,65,171,65,65,65,65,65,65,65,65,65,65,65
65,65,65,65,170,171,171,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,112,113,111,114,71,71,65,65,65,65,65,169,65,65,65,65,65,65,170,51,53,169,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,171,171,65,65,65,65,65,112,113,113,114,71,71,65,65,65,65,65,65,65,65,65,65,65,65,95,66,64,65,65,65
65,65,65,65,65,65,65,65,65,65,65,170,65,65,65,65,65,65,65,65,171,65,65,169,65,65,112,113,113,114,71,71,65,65,51,53,65,65,65,65,65,65,65,65,65,83,85,65,65,65
65,65,171,65,65,65,65,65,65,65,65,51,81,81,81,81,81,53,65,65,65,65,65,65,65,65,112,113,113,114,65,71,169,65,83,85,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,171,65,65,51,52,52,53,65,65,66,102,103,103,103,104,64,65,65,65,65,65,65,65,65,112,113,113,114,65,71,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
65,65,171,65,65,66,102,104,64,65,65,66,118,155,119,119,120,69,65,65,65,65,65,65,65,65,112,113,113,114,65,65,65,65,65,65,65,65,65,65,96,97,98,65,65,65,65,65,171,65
65,65,65,65,65,66,118,120,64,65,65,66,118,119,47,119,120,69,65,65,65,65,65,65,65,96,133,113,113,114,65,65,65,65,65,65,65,65,65,96,133,113,131,97,97,98,65,65,65,65
65,65,65,65,65,66,118,120,80,81,81,82,118,119,119,119,120,64,65,65,65,65,65,65,65,112,113,111,113,114,65,65,65,65,65,65,170,65,65,112,113,113,113,113,113,114,65,65,65,65
65,65,65,65,65,66,118,137,103,103,103,103,139,119,119,119,120,64,65,65,65,65,65,65,65,112,113,113,113,114,65,65,65,65,65,65,65,65,65,112,113,113,113,111,113,114,65,65,65,65
65,65,65,65,65,66,118,119,31,119,119,119,119,155,119,155,120,64,65,65,65,65,65,65,65,112,113,113,113,114,65,171,171,65,65,169,65,65,65,128,100,101,113,113,113,131,97,97,97,97
65,65,65,65,65,66,118,119,119,119,119,119,119,119,119,119,120,64,65,65,65,65,171,65,65,112,113,113,113,114,171,171,171,171,65,65,65,65,65,65,65,112,113,113,113,113,113,113,113,113
65,65,65,170,65,66,134,135,135,135,135,135,135,135,107,119,120,64,65,65,65,65,171,65,65,112,113,113,113,114,65,171,171,171,65,65,65,65,65,65,65,112,113,113,113,113,113,113,113,113
65,65,65,65,65,83,84,84,84,84,84,84,84,50,118,119,120,64,65,65,65,65,65,65,65,112,113,113,113,114,65,171,171,171,171,171,65,65,65,65,65,112,113,113,113,113,113,113,113,113
